crop,month,soil_type,soil_drainage,maturity_in_days
cacao,February,sandy loam,well-drained,1397
cacao,March,loam,well-drained,1397
cacao,March,sandy loam,well-drained,1397
cacao,April,loam,well-drained,1397
cacao,April,sandy loam,well-drained,1397
cacao,May,loam,well-drained,1397
cacao,May,sandy loam,well-drained,1397
cacao,June,loam,well-drained,1397
cacao,June,sandy loam,well-drained,1397
cacao,July,loam,well-drained,1397
cacao,July,sandy loam,well-drained,1397
cacao,August,loam,well-drained,1397
cacao,August,sandy loam,well-drained,1397
cacao,September,loam,well-drained,1397
cacao,September,sandy loam,well-drained,1397
cacao,October,loam,well-drained,1397
cacao,October,sandy loam,well-drained,1397
cacao,November,loam,well-drained,1398
cacao,November,sandy loam,well-drained,1398
cacao,December,loam,well-drained,1398
cacao,December,sandy loam,well-drained,1398
cacao,January,loam,well-drained,1398
cacao,January,sandy loam,well-drained,1398
cacao,February,loam,well-drained,1398
cacao,February,sandy loam,well-drained,1398
cacao,March,loam,well-drained,1398
cacao,March,sandy loam,well-drained,1398
cacao,April,loam,well-drained,1398
cacao,April,sandy loam,well-drained,1398
cacao,May,loam,well-drained,1398
cacao,May,sandy loam,well-drained,1398
cacao,June,loam,well-drained,1398
cacao,June,sandy loam,well-drained,1398
cacao,July,loam,well-drained,1398
cacao,July,sandy loam,well-drained,1398
cacao,August,loam,well-drained,1398
cacao,August,sandy loam,well-drained,1398
cacao,September,loam,well-drained,1398
cacao,September,sandy loam,well-drained,1398
cacao,October,loam,well-drained,1398
cacao,October,sandy loam,well-drained,1398
cacao,November,loam,well-drained,1399
cacao,November,sandy loam,well-drained,1399
cacao,December,loam,well-drained,1399
cacao,December,sandy loam,well-drained,1399
cacao,January,loam,well-drained,1399
cacao,January,sandy loam,well-drained,1399
cacao,February,loam,well-drained,1399
cacao,February,sandy loam,well-drained,1399
cacao,March,loam,well-drained,1399
cacao,March,sandy loam,well-drained,1399
cacao,April,loam,well-drained,1399
cacao,April,sandy loam,well-drained,1399
cacao,May,loam,well-drained,1399
cacao,May,sandy loam,well-drained,1399
cacao,June,loam,well-drained,1399
cacao,June,sandy loam,well-drained,1399
cacao,July,loam,well-drained,1399
cacao,July,sandy loam,well-drained,1399
cacao,August,loam,well-drained,1399
cacao,August,sandy loam,well-drained,1399
cacao,September,loam,well-drained,1399
cacao,September,sandy loam,well-drained,1399
cacao,October,loam,well-drained,1399
cacao,October,sandy loam,well-drained,1399
cacao,November,loam,well-drained,1400
cacao,November,sandy loam,well-drained,1400
cacao,December,loam,well-drained,1400
cacao,December,sandy loam,well-drained,1400
cacao,January,loam,well-drained,1400
cacao,January,sandy loam,well-drained,1400
cacao,February,loam,well-drained,1400
cacao,February,sandy loam,well-drained,1400
cacao,March,loam,well-drained,1400
cacao,March,sandy loam,well-drained,1400
cacao,April,loam,well-drained,1400
cacao,April,sandy loam,well-drained,1400
cacao,May,loam,well-drained,1400
cacao,May,sandy loam,well-drained,1400
cacao,June,loam,well-drained,1400
cacao,June,sandy loam,well-drained,1400
cacao,July,loam,well-drained,1400
cacao,July,sandy loam,well-drained,1400
cacao,August,loam,well-drained,1400
cacao,August,sandy loam,well-drained,1400
cacao,September,loam,well-drained,1400
cacao,September,sandy loam,well-drained,1400
cacao,October,loam,well-drained,1400
cacao,October,sandy loam,well-drained,1400
cacao,November,loam,well-drained,1401
cacao,November,sandy loam,well-drained,1401
cacao,December,loam,well-drained,1401
cacao,December,sandy loam,well-drained,1401
cacao,January,loam,well-drained,1401
cacao,January,sandy loam,well-drained,1401
cacao,February,loam,well-drained,1401
cacao,February,sandy loam,well-drained,1401
cacao,March,loam,well-drained,1401
cacao,March,sandy loam,well-drained,1401
cacao,April,loam,well-drained,1401
cacao,April,sandy loam,well-drained,1401
cacao,May,loam,well-drained,1401
cacao,May,sandy loam,well-drained,1401
cacao,June,loam,well-drained,1401
cacao,June,sandy loam,well-drained,1401
cacao,July,loam,well-drained,1401
cacao,July,sandy loam,well-drained,1401
cacao,August,loam,well-drained,1401
cacao,August,sandy loam,well-drained,1401
cacao,September,loam,well-drained,1401
cacao,September,sandy loam,well-drained,1401
cacao,October,loam,well-drained,1401
cacao,October,sandy loam,well-drained,1401
cacao,November,loam,well-drained,1402
cacao,November,sandy loam,well-drained,1402
cacao,December,loam,well-drained,1402
cacao,December,sandy loam,well-drained,1402
cacao,January,loam,well-drained,1402
cacao,January,sandy loam,well-drained,1402
cacao,February,loam,well-drained,1402
cacao,February,sandy loam,well-drained,1402
cacao,March,loam,well-drained,1402
cacao,March,sandy loam,well-drained,1402
cacao,April,loam,well-drained,1402
cacao,April,sandy loam,well-drained,1402
cacao,May,loam,well-drained,1402
cacao,May,sandy loam,well-drained,1402
cacao,June,loam,well-drained,1402
cacao,June,sandy loam,well-drained,1402
cacao,July,loam,well-drained,1402
cacao,July,sandy loam,well-drained,1402
cacao,August,loam,well-drained,1402
cacao,August,sandy loam,well-drained,1402
cacao,September,loam,well-drained,1402
cacao,September,sandy loam,well-drained,1402
cacao,October,loam,well-drained,1402
cacao,October,sandy loam,well-drained,1402
cacao,November,loam,well-drained,1403
cacao,November,sandy loam,well-drained,1403
cacao,December,loam,well-drained,1403
cacao,December,sandy loam,well-drained,1403
cacao,January,loam,well-drained,1403
cacao,January,sandy loam,well-drained,1403
cacao,February,loam,well-drained,1403
cacao,February,sandy loam,well-drained,1403
cacao,March,loam,well-drained,1403
cacao,March,sandy loam,well-drained,1403
cacao,April,loam,well-drained,1403
cacao,April,sandy loam,well-drained,1403
cacao,May,loam,well-drained,1403
cacao,May,sandy loam,well-drained,1403
cacao,June,loam,well-drained,1403
cacao,June,sandy loam,well-drained,1403
cacao,July,loam,well-drained,1403
cacao,July,sandy loam,well-drained,1403
cacao,August,loam,well-drained,1403
cacao,August,sandy loam,well-drained,1403
cacao,September,loam,well-drained,1403
cacao,September,sandy loam,well-drained,1403
cacao,October,loam,well-drained,1403
cacao,October,sandy loam,well-drained,1403
cacao,November,loam,well-drained,1404
cacao,November,sandy loam,well-drained,1404
cacao,December,loam,well-drained,1404
cacao,December,sandy loam,well-drained,1404
cacao,January,loam,well-drained,1404
cacao,January,sandy loam,well-drained,1404
cacao,February,loam,well-drained,1404
cacao,February,sandy loam,well-drained,1404
cacao,March,loam,well-drained,1404
cacao,March,sandy loam,well-drained,1404
cacao,April,loam,well-drained,1404
cacao,April,sandy loam,well-drained,1404
cacao,May,loam,well-drained,1404
cacao,May,sandy loam,well-drained,1404
cacao,June,loam,well-drained,1404
cacao,June,sandy loam,well-drained,1404
cacao,July,loam,well-drained,1404
cacao,July,sandy loam,well-drained,1404
cacao,August,loam,well-drained,1404
cacao,August,sandy loam,well-drained,1404
cacao,September,loam,well-drained,1404
cacao,September,sandy loam,well-drained,1404
cacao,October,loam,well-drained,1404
cacao,October,sandy loam,well-drained,1404
cacao,November,loam,well-drained,1405
cacao,November,sandy loam,well-drained,1405
cacao,December,loam,well-drained,1405
cacao,December,sandy loam,well-drained,1405
cacao,January,loam,well-drained,1405
cacao,January,sandy loam,well-drained,1405
cacao,February,loam,well-drained,1405
cacao,February,sandy loam,well-drained,1405
cacao,March,loam,well-drained,1405
cacao,March,sandy loam,well-drained,1405
cacao,April,loam,well-drained,1405
cacao,April,sandy loam,well-drained,1405
cacao,May,loam,well-drained,1405
cacao,May,sandy loam,well-drained,1405
cacao,June,loam,well-drained,1405
cacao,June,sandy loam,well-drained,1405
cacao,July,loam,well-drained,1405
cacao,July,sandy loam,well-drained,1405
cacao,August,loam,well-drained,1405
cacao,August,sandy loam,well-drained,1405
cacao,September,loam,well-drained,1405
cacao,September,sandy loam,well-drained,1405
cacao,October,loam,well-drained,1405
cacao,October,sandy loam,well-drained,1405
cacao,November,loam,well-drained,1406
cacao,November,sandy loam,well-drained,1406
cacao,December,loam,well-drained,1406
cacao,December,sandy loam,well-drained,1406
cacao,January,loam,well-drained,1406
cacao,January,sandy loam,well-drained,1406
cacao,February,loam,well-drained,1406
cacao,February,sandy loam,well-drained,1406
cacao,March,loam,well-drained,1406
cacao,March,sandy loam,well-drained,1406
cacao,April,loam,well-drained,1406
cacao,April,sandy loam,well-drained,1406
cacao,May,loam,well-drained,1406
cacao,May,sandy loam,well-drained,1406
cacao,June,loam,well-drained,1406
cacao,June,sandy loam,well-drained,1406
cacao,July,loam,well-drained,1406
cacao,July,sandy loam,well-drained,1406
cacao,August,loam,well-drained,1406
cacao,August,sandy loam,well-drained,1406
cacao,September,loam,well-drained,1406
cacao,September,sandy loam,well-drained,1406
cacao,October,loam,well-drained,1406
cacao,October,sandy loam,well-drained,1406
cacao,November,loam,well-drained,1407
cacao,November,sandy loam,well-drained,1407
cacao,December,loam,well-drained,1407
cacao,December,sandy loam,well-drained,1407
cacao,January,loam,well-drained,1407
cacao,January,sandy loam,well-drained,1407
cacao,February,loam,well-drained,1407
cacao,February,sandy loam,well-drained,1407
cacao,March,loam,well-drained,1407
cacao,March,sandy loam,well-drained,1407
cacao,April,loam,well-drained,1407
cacao,April,sandy loam,well-drained,1407
cacao,May,loam,well-drained,1407
cacao,May,sandy loam,well-drained,1407
cacao,June,loam,well-drained,1407
cacao,June,sandy loam,well-drained,1407
cacao,July,loam,well-drained,1407
cacao,July,sandy loam,well-drained,1407
cacao,August,loam,well-drained,1407
cacao,August,sandy loam,well-drained,1407
cacao,September,loam,well-drained,1407
cacao,September,sandy loam,well-drained,1407
cacao,October,loam,well-drained,1407
cacao,October,sandy loam,well-drained,1407
cacao,November,loam,well-drained,1408
cacao,November,sandy loam,well-drained,1408
cacao,December,loam,well-drained,1408
cacao,December,sandy loam,well-drained,1408
cacao,January,loam,well-drained,1408
cacao,January,sandy loam,well-drained,1408
cacao,February,loam,well-drained,1408
cacao,February,sandy loam,well-drained,1408
cacao,March,loam,well-drained,1408
cacao,March,sandy loam,well-drained,1408
cacao,April,loam,well-drained,1408
cacao,April,sandy loam,well-drained,1408
cacao,May,loam,well-drained,1408
cacao,May,sandy loam,well-drained,1408
cacao,June,loam,well-drained,1408
cacao,June,sandy loam,well-drained,1408
cacao,July,loam,well-drained,1408
cacao,July,sandy loam,well-drained,1408
cacao,August,loam,well-drained,1408
cacao,August,sandy loam,well-drained,1408
cacao,September,loam,well-drained,1408
cacao,September,sandy loam,well-drained,1408
cacao,October,loam,well-drained,1408
cacao,October,sandy loam,well-drained,1408
cacao,November,loam,well-drained,1409
cacao,November,sandy loam,well-drained,1409
cacao,December,loam,well-drained,1409
cacao,December,sandy loam,well-drained,1409
cacao,January,loam,well-drained,1409
cacao,January,sandy loam,well-drained,1409
cacao,February,loam,well-drained,1409
cacao,February,sandy loam,well-drained,1409
cacao,March,loam,well-drained,1409
cacao,March,sandy loam,well-drained,1409
cacao,April,loam,well-drained,1409
cacao,April,sandy loam,well-drained,1409
cacao,May,loam,well-drained,1409
cacao,May,sandy loam,well-drained,1409
cacao,June,loam,well-drained,1409
cacao,June,sandy loam,well-drained,1409
cacao,July,loam,well-drained,1409
cacao,July,sandy loam,well-drained,1409
cacao,August,loam,well-drained,1409
cacao,August,sandy loam,well-drained,1409
cacao,September,loam,well-drained,1409
cacao,September,sandy loam,well-drained,1409
cacao,October,loam,well-drained,1409
cacao,October,sandy loam,well-drained,1409
cacao,November,loam,well-drained,1410
cacao,November,sandy loam,well-drained,1410
cacao,December,loam,well-drained,1410
cacao,December,sandy loam,well-drained,1410
cacao,January,loam,well-drained,1410
cacao,January,sandy loam,well-drained,1410
cacao,February,loam,well-drained,1410
cacao,February,sandy loam,well-drained,1410
cacao,March,loam,well-drained,1410
cacao,March,sandy loam,well-drained,1410
cacao,April,loam,well-drained,1410
cacao,April,sandy loam,well-drained,1410
cacao,May,loam,well-drained,1410
cacao,May,sandy loam,well-drained,1410
cacao,June,loam,well-drained,1410
cacao,June,sandy loam,well-drained,1410
cacao,July,loam,well-drained,1410
cacao,July,sandy loam,well-drained,1410
cacao,August,loam,well-drained,1410
cacao,August,sandy loam,well-drained,1410
cacao,September,loam,well-drained,1410
cacao,September,sandy loam,well-drained,1410
cacao,October,loam,well-drained,1410
cacao,October,sandy loam,well-drained,1410
cacao,November,loam,well-drained,1411
cacao,November,sandy loam,well-drained,1411
cacao,December,loam,well-drained,1411
cacao,December,sandy loam,well-drained,1411
cacao,January,loam,well-drained,1411
cacao,January,sandy loam,well-drained,1411
cacao,February,loam,well-drained,1411
cacao,February,sandy loam,well-drained,1411
cacao,March,loam,well-drained,1411
cacao,March,sandy loam,well-drained,1411
cacao,April,loam,well-drained,1411
cacao,April,sandy loam,well-drained,1411
cacao,May,loam,well-drained,1411
cacao,May,sandy loam,well-drained,1411
cacao,June,loam,well-drained,1411
cacao,June,sandy loam,well-drained,1411
cacao,July,loam,well-drained,1411
cacao,July,sandy loam,well-drained,1411
cacao,August,loam,well-drained,1411
cacao,August,sandy loam,well-drained,1411
cacao,September,loam,well-drained,1411
cacao,September,sandy loam,well-drained,1411
cacao,October,loam,well-drained,1411
cacao,October,sandy loam,well-drained,1411
cacao,November,loam,well-drained,1412
cacao,November,sandy loam,well-drained,1412
cacao,December,loam,well-drained,1412
cacao,December,sandy loam,well-drained,1412
cacao,January,loam,well-drained,1412
cacao,January,sandy loam,well-drained,1412
cacao,February,loam,well-drained,1412
cacao,February,sandy loam,well-drained,1412
cacao,March,loam,well-drained,1412
cacao,March,sandy loam,well-drained,1412
cacao,April,loam,well-drained,1412
cacao,April,sandy loam,well-drained,1412
cacao,May,loam,well-drained,1412
cacao,May,sandy loam,well-drained,1412
cacao,June,loam,well-drained,1412
cacao,June,sandy loam,well-drained,1412
cacao,July,loam,well-drained,1412
cacao,July,sandy loam,well-drained,1412
cacao,August,loam,well-drained,1412
cacao,August,sandy loam,well-drained,1412
cacao,September,loam,well-drained,1412
cacao,September,sandy loam,well-drained,1412
cacao,October,loam,well-drained,1412
cacao,October,sandy loam,well-drained,1412
cacao,November,loam,well-drained,1413
cacao,November,sandy loam,well-drained,1413
cacao,December,loam,well-drained,1413
cacao,December,sandy loam,well-drained,1413
cacao,January,loam,well-drained,1413
cacao,January,sandy loam,well-drained,1413
cacao,February,loam,well-drained,1413
cacao,February,sandy loam,well-drained,1413
cacao,March,loam,well-drained,1413
cacao,March,sandy loam,well-drained,1413
cacao,April,loam,well-drained,1413
cacao,April,sandy loam,well-drained,1413
cacao,May,loam,well-drained,1413
cacao,May,sandy loam,well-drained,1413
cacao,June,loam,well-drained,1413
cacao,June,sandy loam,well-drained,1413
cacao,July,loam,well-drained,1413
cacao,July,sandy loam,well-drained,1413
cacao,August,loam,well-drained,1413
cacao,August,sandy loam,well-drained,1413
cacao,September,loam,well-drained,1413
cacao,September,sandy loam,well-drained,1413
cacao,October,loam,well-drained,1413
cacao,October,sandy loam,well-drained,1413
cacao,November,loam,well-drained,1414
cacao,November,sandy loam,well-drained,1414
cacao,December,loam,well-drained,1414
cacao,December,sandy loam,well-drained,1414
cacao,January,loam,well-drained,1414
cacao,January,sandy loam,well-drained,1414
cacao,February,loam,well-drained,1414
cacao,February,sandy loam,well-drained,1414
cacao,March,loam,well-drained,1414
cacao,March,sandy loam,well-drained,1414
cacao,April,loam,well-drained,1414
cacao,April,sandy loam,well-drained,1414
cacao,May,loam,well-drained,1414
cacao,May,sandy loam,well-drained,1414
cacao,June,loam,well-drained,1414
cacao,June,sandy loam,well-drained,1414
cacao,July,loam,well-drained,1414
cacao,July,sandy loam,well-drained,1414
cacao,August,loam,well-drained,1414
cacao,August,sandy loam,well-drained,1414
cacao,September,loam,well-drained,1414
cacao,September,sandy loam,well-drained,1414
cacao,October,loam,well-drained,1414
cacao,October,sandy loam,well-drained,1414
cacao,November,loam,well-drained,1415
cacao,November,sandy loam,well-drained,1415
cacao,December,loam,well-drained,1415
cacao,December,sandy loam,well-drained,1415
cacao,January,loam,well-drained,1415
cacao,January,sandy loam,well-drained,1415
cacao,February,loam,well-drained,1415
cacao,February,sandy loam,well-drained,1415
cacao,March,loam,well-drained,1415
cacao,March,sandy loam,well-drained,1415
cacao,April,loam,well-drained,1415
cacao,April,sandy loam,well-drained,1415
cacao,May,loam,well-drained,1415
cacao,May,sandy loam,well-drained,1415
cacao,June,loam,well-drained,1415
cacao,June,sandy loam,well-drained,1415
cacao,July,loam,well-drained,1415
cacao,July,sandy loam,well-drained,1415
cacao,August,loam,well-drained,1415
cacao,August,sandy loam,well-drained,1415
cacao,September,loam,well-drained,1415
cacao,September,sandy loam,well-drained,1415
cacao,October,loam,well-drained,1415
cacao,October,sandy loam,well-drained,1415
cacao,November,loam,well-drained,1416
cacao,November,sandy loam,well-drained,1416
cacao,December,loam,well-drained,1416
cacao,December,sandy loam,well-drained,1416
cacao,January,loam,well-drained,1416
cacao,January,sandy loam,well-drained,1416
cacao,February,loam,well-drained,1416
cacao,February,sandy loam,well-drained,1416
cacao,March,loam,well-drained,1416
cacao,March,sandy loam,well-drained,1416
cacao,April,loam,well-drained,1416
cacao,April,sandy loam,well-drained,1416
cacao,May,loam,well-drained,1416
cacao,May,sandy loam,well-drained,1416
cacao,June,loam,well-drained,1416
cacao,June,sandy loam,well-drained,1416
cacao,July,loam,well-drained,1416
cacao,July,sandy loam,well-drained,1416
cacao,August,loam,well-drained,1416
cacao,August,sandy loam,well-drained,1416
cacao,September,loam,well-drained,1416
cacao,September,sandy loam,well-drained,1416
cacao,October,loam,well-drained,1416
cacao,October,sandy loam,well-drained,1416
cacao,November,loam,well-drained,1417
cacao,November,sandy loam,well-drained,1417
cacao,December,loam,well-drained,1417
cacao,December,sandy loam,well-drained,1417
cacao,January,loam,well-drained,1417
cacao,January,sandy loam,well-drained,1417
cacao,February,loam,well-drained,1417
cacao,February,sandy loam,well-drained,1417
cacao,March,loam,well-drained,1417
cacao,March,sandy loam,well-drained,1417
cacao,April,loam,well-drained,1417
cacao,April,sandy loam,well-drained,1417
cacao,May,loam,well-drained,1417
cacao,May,sandy loam,well-drained,1417
cacao,June,loam,well-drained,1417
cacao,June,sandy loam,well-drained,1417
cacao,July,loam,well-drained,1417
cacao,July,sandy loam,well-drained,1417
cacao,August,loam,well-drained,1417
cacao,August,sandy loam,well-drained,1417
cacao,September,loam,well-drained,1417
cacao,September,sandy loam,well-drained,1417
cacao,October,loam,well-drained,1417
cacao,October,sandy loam,well-drained,1417
cacao,November,loam,well-drained,1418
cacao,November,sandy loam,well-drained,1418
cacao,December,loam,well-drained,1418
cacao,December,sandy loam,well-drained,1418
cacao,January,loam,well-drained,1418
cacao,January,sandy loam,well-drained,1418
cacao,February,loam,well-drained,1418
cacao,February,sandy loam,well-drained,1418
cacao,March,loam,well-drained,1418
cacao,March,sandy loam,well-drained,1418
cacao,April,loam,well-drained,1418
cacao,April,sandy loam,well-drained,1418
cacao,May,loam,well-drained,1418
cacao,May,sandy loam,well-drained,1418
cacao,June,loam,well-drained,1418
cacao,June,sandy loam,well-drained,1418
cacao,July,loam,well-drained,1418
cacao,July,sandy loam,well-drained,1418
cacao,August,loam,well-drained,1418
cacao,August,sandy loam,well-drained,1418
cacao,September,loam,well-drained,1418
cacao,September,sandy loam,well-drained,1418
cacao,October,loam,well-drained,1418
cacao,October,sandy loam,well-drained,1418
cacao,November,loam,well-drained,1419
cacao,November,sandy loam,well-drained,1419
cacao,December,loam,well-drained,1419
cacao,December,sandy loam,well-drained,1419
cacao,January,loam,well-drained,1419
cacao,January,sandy loam,well-drained,1419
cacao,February,loam,well-drained,1419
cacao,February,sandy loam,well-drained,1419
cacao,March,loam,well-drained,1419
cacao,March,sandy loam,well-drained,1419
cacao,April,loam,well-drained,1419
cacao,April,sandy loam,well-drained,1419
cacao,May,loam,well-drained,1419
cacao,May,sandy loam,well-drained,1419
cacao,June,loam,well-drained,1419
cacao,June,sandy loam,well-drained,1419
cacao,July,loam,well-drained,1419
cacao,July,sandy loam,well-drained,1419
cacao,August,loam,well-drained,1419
cacao,August,sandy loam,well-drained,1419
cacao,September,loam,well-drained,1419
cacao,September,sandy loam,well-drained,1419
cacao,October,loam,well-drained,1419
cacao,October,sandy loam,well-drained,1419
cacao,November,loam,well-drained,1420
cacao,November,sandy loam,well-drained,1420
cacao,December,loam,well-drained,1420
cacao,December,sandy loam,well-drained,1420
cacao,January,loam,well-drained,1420
cacao,January,sandy loam,well-drained,1420
cacao,February,loam,well-drained,1420
cacao,February,sandy loam,well-drained,1420
cacao,March,loam,well-drained,1420
cacao,March,sandy loam,well-drained,1420
cacao,April,loam,well-drained,1420
cacao,April,sandy loam,well-drained,1420
cacao,May,loam,well-drained,1420
cacao,May,sandy loam,well-drained,1420
cacao,June,loam,well-drained,1420
cacao,June,sandy loam,well-drained,1420
cacao,July,loam,well-drained,1420
cacao,July,sandy loam,well-drained,1420
cacao,August,loam,well-drained,1420
cacao,August,sandy loam,well-drained,1420
cacao,September,loam,well-drained,1420
cacao,September,sandy loam,well-drained,1420
cacao,October,loam,well-drained,1420
cacao,October,sandy loam,well-drained,1420
cacao,November,loam,well-drained,1421
cacao,November,sandy loam,well-drained,1421
cacao,December,loam,well-drained,1421
cacao,December,sandy loam,well-drained,1421
cacao,January,loam,well-drained,1421
cacao,January,sandy loam,well-drained,1421
cacao,February,loam,well-drained,1421
cacao,February,sandy loam,well-drained,1421
cacao,March,loam,well-drained,1421
cacao,March,sandy loam,well-drained,1421
cacao,April,loam,well-drained,1421
cacao,April,sandy loam,well-drained,1421
cacao,May,loam,well-drained,1421
cacao,May,sandy loam,well-drained,1421
cacao,June,loam,well-drained,1421
cacao,June,sandy loam,well-drained,1421
cacao,July,loam,well-drained,1421
cacao,July,sandy loam,well-drained,1421
cacao,August,loam,well-drained,1421
cacao,August,sandy loam,well-drained,1421
cacao,September,loam,well-drained,1421
cacao,September,sandy loam,well-drained,1421
cacao,October,loam,well-drained,1421
cacao,October,sandy loam,well-drained,1421
cacao,November,loam,well-drained,1422
cacao,November,sandy loam,well-drained,1422
cacao,December,loam,well-drained,1422
cacao,December,sandy loam,well-drained,1422
cacao,January,loam,well-drained,1422
cacao,January,sandy loam,well-drained,1422
cacao,February,loam,well-drained,1422
cacao,February,sandy loam,well-drained,1422
cacao,March,loam,well-drained,1422
cacao,March,sandy loam,well-drained,1422
cacao,April,loam,well-drained,1422
cacao,April,sandy loam,well-drained,1422
cacao,May,loam,well-drained,1422
cacao,May,sandy loam,well-drained,1422
cacao,June,loam,well-drained,1422
cacao,June,sandy loam,well-drained,1422
cacao,July,loam,well-drained,1422
cacao,July,sandy loam,well-drained,1422
cacao,August,loam,well-drained,1422
cacao,August,sandy loam,well-drained,1422
cacao,September,loam,well-drained,1422
cacao,September,sandy loam,well-drained,1422
cacao,October,loam,well-drained,1422
cacao,October,sandy loam,well-drained,1422
cacao,November,loam,well-drained,1423
cacao,November,sandy loam,well-drained,1423
cacao,December,loam,well-drained,1423
cacao,December,sandy loam,well-drained,1423
cacao,January,loam,well-drained,1423
cacao,January,sandy loam,well-drained,1423
cacao,February,loam,well-drained,1423
cacao,February,sandy loam,well-drained,1423
cacao,March,loam,well-drained,1423
cacao,March,sandy loam,well-drained,1423
cacao,April,loam,well-drained,1423
cacao,April,sandy loam,well-drained,1423
cacao,May,loam,well-drained,1423
cacao,May,sandy loam,well-drained,1423
cacao,June,loam,well-drained,1423
cacao,June,sandy loam,well-drained,1423
cacao,July,loam,well-drained,1423
cacao,July,sandy loam,well-drained,1423
cacao,August,loam,well-drained,1423
cacao,August,sandy loam,well-drained,1423
cacao,September,loam,well-drained,1423
cacao,September,sandy loam,well-drained,1423
cacao,October,loam,well-drained,1423
cacao,October,sandy loam,well-drained,1423
cacao,November,loam,well-drained,1424
cacao,November,sandy loam,well-drained,1424
cacao,December,loam,well-drained,1424
cacao,December,sandy loam,well-drained,1424
cacao,January,loam,well-drained,1424
cacao,January,sandy loam,well-drained,1424
cacao,February,loam,well-drained,1424
cacao,February,sandy loam,well-drained,1424
cacao,March,loam,well-drained,1424
cacao,March,sandy loam,well-drained,1424
cacao,April,loam,well-drained,1424
cacao,April,sandy loam,well-drained,1424
cacao,May,loam,well-drained,1424
cacao,May,sandy loam,well-drained,1424
cacao,June,loam,well-drained,1424
cacao,June,sandy loam,well-drained,1424
cacao,July,loam,well-drained,1424
cacao,July,sandy loam,well-drained,1424
cacao,August,loam,well-drained,1424
cacao,August,sandy loam,well-drained,1424
cacao,September,loam,well-drained,1424
cacao,September,sandy loam,well-drained,1424
cacao,October,loam,well-drained,1424
cacao,October,sandy loam,well-drained,1424
cacao,November,loam,well-drained,1425
cacao,November,sandy loam,well-drained,1425
cacao,December,loam,well-drained,1425
cacao,December,sandy loam,well-drained,1425
cacao,January,loam,well-drained,1425
cacao,January,sandy loam,well-drained,1425
cacao,February,loam,well-drained,1425
cacao,February,sandy loam,well-drained,1425
cacao,March,loam,well-drained,1425
cacao,March,sandy loam,well-drained,1425
cacao,April,loam,well-drained,1425
cacao,April,sandy loam,well-drained,1425
cacao,May,loam,well-drained,1425
cacao,May,sandy loam,well-drained,1425
cacao,June,loam,well-drained,1425
cacao,June,sandy loam,well-drained,1425
cacao,July,loam,well-drained,1425
cacao,July,sandy loam,well-drained,1425
cacao,August,loam,well-drained,1425
cacao,August,sandy loam,well-drained,1425
cacao,September,loam,well-drained,1425
cacao,September,sandy loam,well-drained,1425
cacao,October,loam,well-drained,1425
cacao,October,sandy loam,well-drained,1425
cacao,November,loam,well-drained,1426
cacao,November,sandy loam,well-drained,1426
cacao,December,loam,well-drained,1426
cacao,December,sandy loam,well-drained,1426
cacao,January,loam,well-drained,1426
cacao,January,sandy loam,well-drained,1426
cacao,February,loam,well-drained,1426
cacao,February,sandy loam,well-drained,1426
cacao,March,loam,well-drained,1426
cacao,March,sandy loam,well-drained,1426
cacao,April,loam,well-drained,1426
cacao,April,sandy loam,well-drained,1426
cacao,May,loam,well-drained,1426
cacao,May,sandy loam,well-drained,1426
cacao,June,loam,well-drained,1426
cacao,June,sandy loam,well-drained,1426
cacao,July,loam,well-drained,1426
cacao,July,sandy loam,well-drained,1426
cacao,August,loam,well-drained,1426
cacao,August,sandy loam,well-drained,1426
cacao,September,loam,well-drained,1426
cacao,September,sandy loam,well-drained,1426
cacao,October,loam,well-drained,1426
cacao,October,sandy loam,well-drained,1426
cacao,November,loam,well-drained,1427
cacao,November,sandy loam,well-drained,1427
cacao,December,loam,well-drained,1427
cacao,December,sandy loam,well-drained,1427
cacao,January,loam,well-drained,1427
cacao,January,sandy loam,well-drained,1427
cacao,February,loam,well-drained,1427
cacao,February,sandy loam,well-drained,1427
cacao,March,loam,well-drained,1427
cacao,March,sandy loam,well-drained,1427
cacao,April,loam,well-drained,1427
cacao,April,sandy loam,well-drained,1427
cacao,May,loam,well-drained,1427
cacao,May,sandy loam,well-drained,1427
cacao,June,loam,well-drained,1427
cacao,June,sandy loam,well-drained,1427
cacao,July,loam,well-drained,1427
cacao,July,sandy loam,well-drained,1427
cacao,August,loam,well-drained,1427
cacao,August,sandy loam,well-drained,1427
cacao,September,loam,well-drained,1427
cacao,September,sandy loam,well-drained,1427
cacao,October,loam,well-drained,1427
cacao,October,sandy loam,well-drained,1427
cacao,November,loam,well-drained,1428
cacao,November,sandy loam,well-drained,1428
cacao,December,loam,well-drained,1428
cacao,December,sandy loam,well-drained,1428
cacao,January,loam,well-drained,1428
cacao,January,sandy loam,well-drained,1428
cacao,February,loam,well-drained,1428
cacao,February,sandy loam,well-drained,1428
cacao,March,loam,well-drained,1428
cacao,March,sandy loam,well-drained,1428
cacao,April,loam,well-drained,1428
cacao,April,sandy loam,well-drained,1428
cacao,May,loam,well-drained,1428
cacao,May,sandy loam,well-drained,1428
cacao,June,loam,well-drained,1428
cacao,June,sandy loam,well-drained,1428
cacao,July,loam,well-drained,1428
cacao,July,sandy loam,well-drained,1428
